text,rev1,rev2,agreement,sense
"proche devenu dépendant, et dont (la plupart du temps) la dépendance va en s'accentuant au fil du temps, j'ai trouvé ça moche . </s><s> Réducteur et moche. </s><s> Alors je sais qu'en 140 caractères, développer une idée, un concept, un rôle aussi vaste que celui",2,1,0,2
"musique, contes, cirque et pâtisserie, des journées pyjama avec p'tit déj offert aux parents, carnaval, pull moche de Noël, Saint-Valentin en rouge... </s><s> Contact au 06 61 20 93 71 ou sur Facebook. </s><s> Réservé aux abonnés </s><s> Ce Pokémon sécrète un",1,1,1,1
"et Mathilde Cerf L'occasion de découvrir la somptueuse robe de mariée de Mathilde, la sœur de Camille Cerf </s><s> robe trop moche , dommage camille cerf est jolie ;pourquoi pas ,plus de simplicite pas obliger d'avoir une robe comme cela </s><s> J'adore",1,1,1,1
"vendre plus de journaux, parce qu'ils pensent les femmes ""trippent"" à se faire traiter indirectement de ""grosses"" moches . </s><s> Pour moi, c'est un gros manque de savoir-vivre de leur part. </s><s> Le milieu artistique est pro-homosexuel et",1,1,1,1
"des grimpantes aux étiquettes défraichies et un gros « -50% » au dessus. </s><s> Je me dis qu'il ne doit rester que des variétés moches , mais non héhé! </s><s> Une Akebia Silver Bell, je pourrais comparer les deux, ce n'est pas une bonne idée? un beau pot de 2l à 8€",1,1,1,1
", ça me fait plaisir, je suis certain que tes ti-pouts vont adorer! </s><s> Chaque fois que j'ai fait du riz frit...le rendu était moche et le résultat décevant, j'ai donc arrêté de me risquer. </s><s> Tu me donnes envie de réitérer, il a l'air délicieux ce riz. </s><s> Le",1,1,1,1
et je l'assume tout à fait~ Je suis le croisement entre une metalleuse/yaoiste/jashiniste/adepte de la Sainte Pelle/ moche /Kiwiactivist écolo qui aime la nature/et tout ce que vous voulez. </s><s> J'ai quelques problèmes dans ma tête (BEUUAAH! </s><s> T'as,1,1,1,1
"TU passe pour une POMER DLA VI alalallala la viie est tro zarbi .... </s><s> charlie, Posté le mardi 29 janvier 2008 18:23 </s><s> SUPER MOCHE =D entre vous 3 je prefère l'arbre(dsl)ya que la verité qui blesse </s><s> fashion-boy66440, Posté le lundi 28 janvier 2008",1,1,1,1
"très intéressante même si artistiquement la plupart des œuvres ne m'ont pas touchée et même étaient plutôt "" moches "" dans le genre. </s><s> Tu as bien aimé les doubles lectures lorsqu'il y avait des animaux et les tableaux d'Arcimboldo (arggg",1,1,1,1
"avez apporté quelque chose ? </s><s> Mais c'est trop !"" Non vraiment, c'est très gentil, mais un poil trop. </s><s> Tokyo, 2080. </s><s> Il fait moche . </s><s> Binary Domain PS3 débute comme ça. </s><s> Avant un vrai écran titre, avant le menu de démarrage : mise en scène de l'",1,1,1,1
"une comparaison entre la Demeure Du Chaos et Beaubourg Tous deux ont les tripes sur la façade... Mais à Beaubourg, c'est moche ! </s><s> Et dans les 500m autour, je suis sûr qu'il y a des façades classées et des riverains mécontents :)Vous devez vous",1,1,1,1
"réponse, avec à coup sûr plus d'information sur l'iPad mini d'ici les prochaines semaines. </s><s> Un ipad comme cela est un peu moche , non ? </s><s> Il a l'air d'être tout en longueur... </s><s> Ce genre d'info me donne envie de poster la photo du bouton home de mon ipod en",1,1,1,1
", surtout que le rendu était déjà loupé à cause de la colle visible partout. </s><s> Au final, ça a donné un mini tricorne pirate moche auquel j'ai ajouté des petits picots pour faire un pentagramme (que j'ai oublié d'inverser xD). </s><s> Pourquoi un",1,1,1,1
"en matière du cadrage macroéconomique. </s><s> Nous sommes allés y faire un tour hier matin parce qu'il faisait gris et moche et c'est toujours aussi magique. </s><s> Chaque fois que j'y vais, c'est pareil, j'ai l'impression d'avoir 7 ans et ça me met des",1,1,1,1
", j'ai donc suivi les explications du 6-9 ans, et rien à faire, il rentre en forçant mais le motif est tout deformé, trop moche . </s><s> J'ai essayé le blocage avec une casserole, et c'est pareil, du coup la ptite chanceuse le... </s><s> Modèle ici, comme d'",1,1,1,1
"« Si sur Insta, vous postez des photos de vous, que vous vous assumez. </s><s> Ne laissez personne vous faire penser que vous êtes moche , que vous êtes grosse, que vous êtes trop maigre. </s><s> Car tous les corps sont beaux. » </s><s> Prêt à fracasser le record Guinness </s><s> Le",1,1,1,1
"le magasin une personne qui parlait de son bac (pourtant neuf) qui s'était mis à couler peu après le remplissage, c'est moche . </s><s> Je n'ai que des 200 et 80? </s><s> Mais suite au don d'un aqua par un copain je me méfierais ... Déjà deux proprios... Aucun n'a",2,1,0,1
mois de septembre et donc cherche un gros cube </s><s> Non mais Amélie Périgordin!!!!!!!!!!!!!!! </s><s> Même si c'est vrai que c'est moche (quoi que pas pire que dordognot). </s><s> Périgourdin c'est les habitants de Périgueux. </s><s> C'est ENCORE un débat de doctrine,1,1,1,1
"inside) </s><s> faire découvrir, promouvoir er diffuser la danse contemporaine dès le plus jeune âge </s><s> Dessins, brouillons moches , colos et récits débiles... Ici sont mes petites oeuvres rien que pour le plaisir de vos yeux ! </s><s> Vous entrez sur les terres",1,1,1,1
"<s> Ma collection de pulls de Noël </s><s> Nous sommes officiellement le jour du pull de Noël !!! </s><s> Je devrais même dire, le jour du pull moche de Noël. </s><s> Toujours est-il que j'aime tellement son côté kitsch que pour ma part, je les adore ! </s><s> Je ne vois rien de laid en eux",1,1,1,1
"temps au profit de la prouesse technique. </s><s> Et bien là, nous avons une fois de plus la preuve qu'un jeu peut être assez moche et moyennement réalisé tout en étant réussi. </s><s> Car ça, on ne peut pas dire que les graphismes vous laissent pantois de",1,1,1,1
"question: Il faisait quoi le premier inscrit sur facebook ? </s><s> - Tu viens on fait une blague téléphonique à la fille la plus moche de la classe? -Ok, c'est quoi ton numéro ? </s><s> - Ok, t'as 10 ans et t'as un iPod, Facebook, un Blackberry. </s><s> Moi, quand j'avais 10",1,1,1,1
"que nous offrons </s><s> Nous construisons des sites Web à partir de zéro ou nous reconstruisons des sites Web anciens, cassés, moches , désuet ou tout simplement trop chers. </s><s> Nos clients dépendent de nous toute l'année pour héberger, gérer et prendre",1,1,1,1
l'écarteur ou j'ai étaie voir un perceur professionnel . </s><s> Hé pour l'hélix aussi . </s><s> Ha pourquoi il veux pas ? </s><s> Il trouve sa moche ? t'inquiète moi j'ai tout fait a 18ans j'ai la langue aussi vue que ses pas sur la photo . </s><s> Héhé qu'elle parti de tes,1,1,1,1
""" [*]une flopée de DLC sprites </s><s> Les wargamers sont aussi nés durant la préhistoire, du coup ça colle pas mal </s><s> Ah c'est un peu moche cette faute en effet Hop un trailer de gameplay qui sera plus parlant que le teaser. </s><s> Et je prépare des vidéos commentées",1,1,1,1
"Jessie </s><s> Oo-Laura-oO288 a écrit : ""Tu peut autant faire un tribal avec une date^pour ton oncle , car un coeur c'est trot moche mdr"" </s><s> C est a sa que je pensais en dosant totalement autre chose faire un tribal en genre gourmet sur sur biceps avec la date",1,1,1,1
"de voir si je peux faire une texture qui à ce côté ""incliné"" pour arrangé ça. </s><s> Sinon, si j'aligne les textures, ça va être moche </s><s> Citation : </s><s> Le temple est super, super sombre... C'est ça le danger de jouer avec une brightness super élevée, on ne voit",1,1,1,1
"être bien, moi qui piétine depuis un moins devant la pelouse refaite et qui pousse lentement...D 'ailleurs si elle est moche , les rouleaux arriveront prestement ici; Profite bien de ta jolie terrasse, il y a du soleil, et le jardin est fleuri </s>",1,1,1,1
"vu qu'il n'y a pour l'instant rien qui va plus loin...), et ça fait plaisir après un Arslân qui avait un style hybride tout moche sur ce point. </s><s> Évolution et crafting </s><s> Vous prendrez bien quelques bases de RPG ? </s><s> Bon, bien sûr, un Musô aujourd'hui ne",1,1,1,1
"du tout niveau son elle envois tout de même pour son prix </s><s> Finition : </s><s> c'est pas mauvais, le vernis et très épais mais pas moche le vernis du manche et plus fin mais à tendance à s'abimer dans la partie aigu du manche </s><s> Des jeux plus légers sur Xbox",1,1,1,1
"la vérité car sinon... C'est pas compliqué de faire un beau p'tit dosseret de selle, merde!! </s><s> Ceux qui sont sortis sont moches , ya un filon à prendre là!!!... Oui je sais, j'suis énervé... Comme beaucoup, je vais rouler presque qu'en solo sur",1,1,1,1
"était vide pour cause de rentrée toute proche... je ne l'ai pas photographié... Non, je rigole, c'est juste qu'il est moche et que j'ai cherché une autre idée. </s><s> Bonne fin de semaine à tous. </s><s> SAINT MARTIN DE RE peinture à huile sur toile de lin",1,1,1,1
"soit très réussie ) </s><s> Mlle C: ah mais je te rassure je préfère aussi mes cheveux plus clairs mais là c'était vraiment trop moche ces racines et la couleur passée. </s><s> Mlle C: merci ma belle, oui sur les photos ça rend moyen, j'ai rajouté l'autre histoire",1,1,1,1
"est disponible sur notre site, il vous suffit de consulter les offres pour faire votre achat. </s><s> La catégorie de Chaussons Moches : le trésor des farceurs ! </s><s> Que vous soyez à la recherche d'une paire de chaussons originale pour un déguisement, une",1,1,1,1
"ton choix !! </s><s> Bonnes routes ! </s><s> Apres il y a le côté hybride de l'X ADV 750 de chez Honda Mi moto ,mi scooter ,je trouve ca super moche et super cher mais il a le mérite d'exister </s><s> J'aimeJe n'aime pas </s><s> gipsvar </s><s> L'analyse du changement est diverse : je ne ferai",1,1,1,1
<s> Super ! </s><s> J'ai l'impression que ton style s'est vraiment amélioré pendant ton absence de la blogosphère (pas que c'était moche avant hein ! mais là c'est encore mieux) ! </s><s> Le premier est vraiment cool (ces fringues... j'adore les corsets *amour,1,1,1,1
"plane, je me balance comme ça quand je suis défoncé, lol », a ainsi commenté un internaute sur Twitter. « La drogue, c'est moche ! », a posté un autre sur le réseau social. </s><s> D'autres estiment quant à eux que la star américaine est possédée. « Vous avez",2,2,1,2
"questions abondent, notamment sur Eder, pour la suite des qualifications pour le Mondial 2018. </s><s> « Recommencez à jouer moche », implore le quotidien sportif A Bola en Une. </s><s> Joao Moutinho a beau être technique, Raphaël Guerreiro et Bernardo Silva",2,1,0,1
"des eaux de pluie, un capteur des gaz à effet de serre, des turbines à hydrogène pour garantir le système quand il fait moche et un « piège à sons » pour calmer les nuisances acoustiques, achèveraient de faire du tout un projet exemplaire. </s><s> On en",1,1,1,1
"vieil article sur le choix entre pédales plates et pédales automatiques (je sais, j'en reviens toujours à ces pédales moches et énormes mais absolument increvables), qui repose sur une conception scellée, tourne toujours comme au premier",1,1,1,1
"a des griffures, une petite réparation cacher sous de la peinture ou du gelcoat, des reste d'anti fouling, bref, c'est moche . </s><s> Il fait autour de 250kg, donc déjà je pense le retourner pour travailler. </s><s> Mais après ? </s><s> Alors certe, j'ai déjà lu quelque",1,1,1,1
"réussie à perdre 15 kilos et j'étais à 95 kilos, j'étais tellement fière de voir mes vêtements trop grands et tellement moches , rester au fond de l'armoire... Et puis il y a eu toute cette histoire et mon irréprécible envie de manger tout et n'",1,1,1,1
"perché sur une colline : le Castellet. </s><s> Les rues grimpent, la vue des alentours y est superbe et le temps n'était pas trop moche ... Tout pour plaire ! </s><s> Cette photo a toute une histoire ! </s><s> Prise dans les années 80, je l'avais faite agrandir puis",1,1,1,1
"très très vite fait pour emporter mon repas de midi tous les jours au boulot (j'en avais marre des sacs en plastique très moches !). </s><s> Tissu japonais acheté chez SuperBuzzy : Le ""comment faire c'est très simple"" : couper un rectangle d'environ 120 cm",1,1,1,1
"pour traverser la chaussée en sécurité et circuler en direction de la salle des fêtes / l'usine / la mairie de St Jean la moche , ou, en direction d'un établissement scolaire / la zone... </s><s> Normalement, lorsqu'un édifice est bâti, ce sont les",1,1,1,1
"dans notre société est qu'elles procurent un soulagement immédiat des douleurs morales : si vous vous sentez seul, moche , idiot, raté, prenez du cannabis, du LSD, de la cocaïne ou de l'héroïne, et vous vous sentirez à nouveau bien dans votre",1,1,1,1
"a combien? 20, 30, 50? ... j'ai un peu l'impression d'avoir vu le film complet ! (on ajoute une affiche particulièrement moche (en tout cas vers chez moi) ... pas bien terrible tout cela... </s><s> L'événement planétaire de la semaine, ce n'est pas l'Euro",1,1,1,1
"la definition. </s><s> Au moins on se sent intelligent! </s><s> Et puis aussi il fait dorenavant partie de ma liste de mots les plus moches , et les plus difficiles a prononcer (essayez de le prononcer 10 fois de suite tres vite pour voir...)! </s><s> Sinon, tout va",1,1,1,1
"essaye de percer !!! </s><s> la fin des vacances approchent ! plus que 4jrs et je reprends le chemin de l'école !!! il va faire moche pour le 1er mai, un peu ennuyeux mais nous avons eu un beau mois d'avril !!! </s><s> pauvre shadow , il a eu des ennuis, ça va être un",1,1,1,1
"5 Si Tu M'aiMes bien • • Tape 6 Si Tu M'adORes • • Tape 7 Si Tu M'aiMes • • Tape 8 Si Tu Me TROuves belle • • Tape 9 Si Tu Me TROuves MOche • • Tape 10 Si T'aiMes bien MOn blOg • • Tape 11 Si Tu Me deTesTes • </s><s> De la par de toute la Team des Pagus, nous vous souhaitons un",1,1,1,1
"● « J'aime comment t'assume » ● Un réveil à la Morning Live trés tôt ● Les missions Soldes où Noun' achéte les trucs les plus moches mais avantageux pour leurs prix ● « Si je n'étais pas là pour m'embêter, vous vous ennuierez de moi » [Noun'] ● « Excusez",1,1,1,1
"ainstalé dessu, été kom iver Eh ben la patronneuh la remplassé par Skurvsta, di donk. </s><s> A kauz de sa nouvèle kopine Cox. </s><s> Sé moche . </s><s> Sa tourneu !!! </s><s> Cé un skandale Je lème pô. </s><s> Kruelle sera ma venjansse... </s><s> Comprendre l'histoire et la dynamique de nos",2,1,0,2
"pourquoi tout le monde aime ff 6,mis à part l'ost je ne vois pas d'autres point positifs dans ce jeux, les graphisme sont moches ,l'histoire est ridicule, le jeux est très facile il n'y a aucun challenge, mis à part Shadow et Kefka les autres",1,1,1,1
"sur école bruyante de l'avis même de l'agence </s><s> Vous ne le savez peut-être pas, mais je collectionne les cartes postales moches . </s><s> Attention, pas n'importe lesquelles ; pas les vulgaires avec des nanas les seins à l'air ou avec des blagues",1,1,1,1
"crois plus au bio depuis qu'un employé chez un distributeur m'a dit que, lorsqu'ils ne voulaient pas jeter des légumes moches , ils les mettaient dans les bacs ""bio"", ce qui en plus leur permettait de les vendre plus cher! </s><s> . . . les marchands du",1,1,1,1
"à vous, Je me décide a faire une petite candidature sur votre fofo, histoire de me présenter. histoire que quand le vieux moche Demo me kill sache a qui il a a faire.. </s><s> personne n'ose me tuer je suis trop forte si qqun me kill je connais qqun qui fait coma",1,1,1,1
"que c'est radar, j'suis plus trop sur). </s><s> Une photo serai le top </s><s> Sinon, il y a des cabrio de 2CV, les Azelle et autre truc moche à mon gout. </s><s> Les seuls que j'aime bien, ce sont les Umap et les Bijou. </s><s> Alors ce n'est pas une Radar n'y une Azelle, donc je",1,1,1,1
"(avec mon appareil photo qui, déjà alors, montrait d'évidents signes de fatigue... tant pis, si les photos sont moches , l'arbre lui est joli!) </s><s> Ground Control </s><s> Ground Control </s><s> Pays: ITALIE </s><s> Type: Usine plastique </s><s> Alors que le contexte actuel",1,1,1,1
"était une sacrée époque, ça.... </s><s> Et oui : finir sous tutelle de l'UDAF dans une maison de retraite-mouroir, c'est assez moche pour un gars comme ça. </s><s> Mais ça en dit long, et sur la société en général, et sur celle des gitans en particulier. </s><s> P.S. et le",2,2,1,2
2010 15:52 </s><s> Espece de fake ! </s><s> T'es meme pas Kevin ! </s><s> Le vrai Kevin est ici : http://Really-Totally.skyrock.com T'es sii moche que ca pour te faire passer pour un bg ? :( </s><s> Hey c'est moi ! </s><s> Comment sa va .? </s><s> Est ce que tu as Facebook .? </s><s> Rep please Merci BisOou,1,1,1,1
", et Songsmith vous concocte une magnifique musique qui colle à votre partition. </s><s> Bref, un compositeur automatique. </s><s> Moche . </s><s> Mais automatique. </s><s> 11/01/2009 </s><s> L'Américaine Nancy Pelosi, présidente démocrate de la Chambre des représentants,",1,1,1,1
"en Europa League au rang d'outsider de la Champions, ça fait peur. </s><s> Comme ce type qui était marié depuis 10 ans avec une moche et qui par la grace de la télé-réalité médicalisée retrouve sa femme transfomée en poupée barbie en l'espace de",1,1,1,1
". </s><s> Je n'ai pas cette culture télévisuelle, et je suis horrifié par ce déballage permanent. </s><s> On nous montre toujours le moche . </s><s> Pas pour nous donner conscience, mais pour se donner bonne conscience. </s><s> C. : Vous permettez à Rose de prendre son destin",1,1,1,1
"sachez que Google va commencer à mettre en avant les versions AMP des pages dans ses résultats en position 0. </s><s> C'est moche . </s><s> Usability Metrics – A Guide To Quantify The Usability Of Any System </s><s> Ne faites pas valider vos designs, faites-les",1,1,1,1
". </s><s> Une fois le sol épongé, N°1 a daigné se remettre au lit moyennant un biberon de lait tiède. </s><s> Oui je sais que le lait c'est moche le soir au coucher mais on fait ce qu'on peut. </s><s> A 22H12 en plein mattage de la série « Homeland », nous fûmes interrompus par",2,1,0,1
"qu'actuellement ce qui est un peu normal tu as une vison négative des choses, mais tu sais, une chose n'est pas belle ou moche mais c'est juste notre façon de regarder qui change. </s><s> Tu crois que toutes les formations, les métiers et les vies des",1,1,1,1
"à la playa c mieux que le diesel), à stocker DANS la bagnole - Chaise longue PVC ou Chaise de jardin ou Fauteuil pliable moche ( type pécheur avec porte canette dans l'accoudoir ) - Et bien sur Le spoutnick ( obligé ) : </s><s> Ah si, chauffage : la caisse à la",1,1,1,1
"histoire basée sur l'univers d'un des jeux de R2Games ? </s><s> Vous avez un zoli dessin inspiré d'un des jeux ? </s><s> Si c'est pas trop moche , postez ici ! </s><s> Alors ici c le bronx, parlez de tout et de rien entre potes et potesses ! </s><s> Vous sortez d'une séance dans les",1,1,1,1
"? </s><s> skyrock change encore mais là il ne s'améliore pas et se pourrit! pour ceux qui ont un sky, l'interface est toute moche , tout blanc avec un peu de bleu et rouge (c'est pour faire français??lol)! </s>",1,1,1,1
"au 18 </s><s> Joli ton ranch !!! </s><s> Je n'ai pas ce modèle et c'est bien dommage </s><s> Moi j'ai le même que abobo, il est comment l'autre ? </s><s> Plus moche j'en suis sur :p </s><s> A quand même tu as droit à des petites fleurs qui entourent ton allée et une forme de maison, un peu plus",1,1,1,1
"que la votre""depuis le temps ils auraient eu une vie plus heureuse,combien de generations perdus pour un resultat si moche , les hommes passent et leurs vies ne changent pas, j'aimerai leur dire ""ouvrez vos yeux le bonheur peut etre votre",2,1,0,1
"qu'il est que cette déclaration était un appât et rien d'autre. </s><s> Modifié 5 juillet 2012 par Monsieur Mungo </s><s> Ce que c'est moche , ce vomi de haine à l'encontre de son adversaire. </s><s> Silva gagnerait tant à régler le contentieux (qui n'en est pas un, d'",2,2,1,2
"de Juliette par TOUS les moyens. </s><s> Obstacles : Le père de Juliette, militaire de carrière belliqueux. </s><s> Une nourrice moche et acariâtre. </s><s> Deux chiens bullweillers énervés. </s><s> Et la malchance évidente de Roméo. </s><s> Résultat : Un suspense",1,3,0,3
", Amy Schumer avait fièrement dévoilé sa silhouette, un café en main. « Belle, grossière, forte, mince, grosse, jolie, moche , sexy, sans défaut, femme. </s><s> Merci Annie Leibovitz », avait-elle écrit. </s><s> A l'époque, la photographe américaine avait",1,1,1,1
et une bonne maniabilité </s><s> Ice2scream Posté le 30 mars 2004 à 17h58 </s><s> C'est sur que c'est sur PS2? </s><s> C'est tellement moche qu'on dirait de la PSOne voir de la GBA </s><s> Ce mec semble se trouver dans un autre monde que celui dans lequel je me trouve. </s>,1,1,1,1
"d'entendre Stéphane et Jean-Luc Delarue semble t-il assez complices, et d'entendre Stéphane parler à sa mère. </s><s> C'est moche la mort des autres, et la mort jeune particulièrement. </s><s> Ah ce concert sos racisme 88 ! </s><s> J'y était , la prestation fut",1,1,1,1
"toi entier, dans le meilleur et dans le pire. </s><s> Tu étais un homme comme les autres et tu as fait, toi aussi, des choses plutôt moches . </s><s> Blessantes parfois. </s><s> Les colères que tu piquais quand je m'écorchais les genoux parce que j'étais pas foutue de jouer",2,2,1,2
"t'as des trucs marrants et piquants plutôt, là c'est un peu plat jeune homme de juste dire que tu préférais l'ancien tout moche . </s><s> julie </s><s> 6 février 2016 at 15 h 34 min </s><s> j'ai un peu le même souci que vous coté vélo, pas de groupe pour moi non plus étant donné",1,1,1,1
"écho ou de résonance par exemple. </s><s> Mais cet appendice est particulièrement peu esthétique pour ne pas dire résolument moche , non ? </s><s> Je ne reviendrai pas sur les bienfaits de ceux-ci : de toute façon, les motards qui ne sont pas convaincus de leur",1,1,1,1
"régulièrement. </s><s> Et en ça je te respecte. </s><s> Sache qu'il y a quand même deux chances sur deux que ton dressage soit super moche . </s><s> Mais c'est possible de le faire quand même. </s><s> Si tu utilises une mandoline, fait bien gaffe à tes doigts. </s><s> Sinon tu",1,1,1,1
"démarche locavore, l'entreprise travaille avec une vingtaine de producteurs régionaux en reprenant leurs fruits « moches » et invendus dans une logique de lutte contre le gaspillage alimentaire."" </s><s> Histoire recueillie sur la page Wikipédia",1,1,1,1
"et je savais quel genre d'album j'allais faire, je me suis dit, « Soit ça passera, soit je vais devoir me battre, et ce sera moche ! ». </s><s> Je suis toujours très optimiste !(rires). </s><s> Mais finalement, rien de tout ça n'est arrivé. </s><s> Je ne laisserai jamais un",1,1,1,1
"par attraper un rhume vu comment elle s'habille. </s><s> Mais elle n'est pas dérangeante, elle sort souvent avec deux Nains moches et poilus : Okar et Tralzeust je crois qu'ils s'appellent. </s><s> Je ne sais pas ce qu'ils font ensemble, mais ça lui rapporte",1,1,1,1
"suppose qu'il faut lui éviter la chaleur du moteur, mais le faire passer au-dessus du réservoir est particulièrement moche et pas stable. </s><s> Quelqu'un a-t-ol une solution? </s><s> Merci </s><s> Il court sous mon réservoir attaché avec des colliers aux autres",1,1,1,1
". </s><s> Exemple préco THX </s><s> Deux questions a ceux qui ont vu le film : L'actrice qui accompagne Brad Pitt porte toujours des pulls moches ? </s><s> Pleut il toujours a Seattle ? </s><s> Sauf que dans les concerts qui se respectent la zone proche des HP est interdite, alors que",1,1,1,1
"Gaiman) toute la limite du projet : point d'épure gothique, crépusculaire et quasi sensuelle ici, mais des couleurs moches et des environnements ternes, des tentatives poétiques ratées et, Netflix oblige, une grosse louche de moraline. </s>",1,1,1,1
"c'est sûr : on peut toujours s'indigner après coup. </s><s> Ça soulage et ça ne dérange personne... </s><s> Brûlons Paris (en plus c'est moche et ça pue), et reconstruisons un Lutèce en maisons de pailles et de bois abordables et ouvertes à l'étranger (ce qu'",1,1,1,1
"suis passé chez toi avec l'intention de saluer Ronron, mais je ne l'ai pas vu </s><s> Ma nouvelle Clinique Vétérinaire est d'un moche !! </s><s> Si tu savais... Mais le nouveau docteur de Choufille (c'est son pseudo bloguesque et son petit surnom, en vrai, elle a",1,1,1,1
"jours pour s'en remettre. </s><s> Je pense que beaucoup de trentenaires affirmeront et ne pourront nier cette évidence. </s><s> C'est moche de vieillir, moi je vous le dis, surtout quand tu te réveilles avec la tête en Picasso... je vous laisse imaginer ! </s><s> Quoi",1,1,1,1
", je suis ravie d'avoir été présente à votre petit déjeuner hihi Crois moi, je fais aussi plein de trucs biscornus ou très moches , qui ne finissent pas sur le blog mais qu'on mange avec grand plaisir quand même (j'ai souvenir d'un entremet qui s'est",1,1,1,1
"%. ( EMAIL ) </s><s> Emma Watson... Emma Thompson... Veuillez écrire en français ! </s><s> Merci de corriger... </s><s> 137//.Bonjour belle ou moche anastasiaBrenda mdr...,anastasia le Matin,et Brenda la NUIT MDr :lol: </s><s> Artiste (Actrice) - Artiste (Réalisatrice)",1,1,1,1
", ça partait dans tous les sens, des décalages à tous les pupitres, des couacs aux cuivres (un des orchestres les plus moches que j'ai entendus cette saison), et Eötvös (dont j'ai beaucoup admiré la direction par ailleurs) n'en finissait pas d'",1,1,1,1
"de la musique très bruyante, avec une explosion de sons et d'accords inécoutables... ""Ca veut faire du bruit mais c'est moche répétitif et ça veut rien dire..."" Mais ces gens là doivent écouter le thème médian et final du concerto pour violon ; le",1,1,1,1
"les musées. </s><s> J'ai lu en préparant cet article des commentaires de parents parlant de honte. « Mon fils a dit que c'était moche , la honte ». « Ma fille a couru dans la salle, la honte ». </s><s> Bon j'ai du mal avec les enfants très turbulents (et ma fille est",1,1,1,1
"sur sa manière de travailler pour mettre au point ses campagnes Facebook et ses pages de vente. </s><s> Si vous êtes moche , pauvre et pas intéressant vous pouvez quand même séduire de superbes filles... sisi, il suffit de lui demander 😉",1,1,1,1
"une bonne âme qui se serait sentie flouée et qui voudrait bien le revendre à 30 euros ? </s><s> Promis je le revends à 15 ! </s><s> Chiant, moche et répétitif, la marque de fabrique de Koei est donc respecté :o </s><s> Je viens de relancer le premier histoire de vérifier ce",1,1,1,1
il sera visible dans quelques jours sur les routes du Tour de France. </s><s> Giro innove encore. </s><s> Mais dommage que le casque soit moche même si le reste est de haut niveau. </s><s> On dirait les vieux casques boudins de l'époque. </s><s> Par contre le soit disant Roc Loc Air,1,1,1,1
"efficace, au contraire. </s><s> Nous pourrions multiplier les exemples en parlant des forts et des faibles, des beaux et des moches ... </s><s> Attention, tous ces propos ne remettent aucunement en cause l'existence de différences individuelles parfois",1,1,1,1
", nous avons dévié. </s><s> S'il fallait désigner un thème, aujourd'hui que le film est terminé, j'emploierais ce terme très moche , et qui d'ailleurs n'existe pas, de « victimisation ». </s><s> C'est un mot de l'époque : les Juifs et les Arabes se déchirent",1,1,1,1
", c'est une masse compacte, bruit pas aussi blanc que la vapeur dans la salle, mais bien dense aussi. </s><s> Drone berlinois moche et méchant, saturé – à ce moment de la soirée, offline et naïf, à peine débarqué dans une ville où la sirène des pompiers a",1,1,1,1
CHRISTOPHER LEE. </s><s> Ahrem pardon. </s><s> Sinon j'aime bien Christian Bale et Kurt Russel (même si dans boulevard de la mort il est moche .) mais j'admire bon nombre de réalisateurs et d'acteurs (en bonne cinéphile.) </s><s> Niveau du RP : Mauvais. (j'ai décidé d',1,1,1,1
"quelque chose, cette marque! </s><s> Est-ce que tu sais ou est-ce que je peux en trouver? </s><s> Est-ce que se sont des chaussons tres moches (juste pour savoir, quand meme! ) Bisous *CG* </s><s> Ah c'est cool! </s><s> Ca se trouve partout, donc! </s><s> Mes pieds vont enfin pouvoir",1,1,1,1
", un bled qui servait de station balnéaire foireuse l'été et de mouroir l'hiver. </s><s> Je n'ai croisé que des vieux, des moches , des cassés, il a plu tout le temps, le sol était couvert de chenilles processionnaires, elles étaient en avance et ça",1,1,1,1
", notamment). </s><s> Quand tu es plus près, tu as la carte physique, tu vois les arbres et montagnes. </s><s> Et je trouve ça à la fois moche et peu lisible. </s><s> Question de goût, je le reconnais, mais il n'empêche que ça entraîne une boucle de gameplay très chiante",1,1,1,1
auront du plaisir à s'intéresser à votre annonce. </s><s> Vous ne pouvez pas voir clairement dans une photo que vous avez l'air moche et porter le choix sur celle-là si vraiment vous comptez baiser. </s><s> Il est important de se rappeler que toutes les photos d',1,1,1,1
", une jeune fille du pays ""à la grâce quasi divine"" qui lui apprendra à ""faire avec l'existant, même avec le pourri, le moche , l'injuste. </s><s> Même avec la mort, la maladie, la déception. </s><s> L'absence."" Un joli roman initiatique à l'atmosphère",1,2,0,2
"s'amuser en voyage d'affaires, et, dans cet article, comment rester en bonne santé en voyageant. </s><s> Parce que si tu te sens moche , rien d'autre de votre voyage n'aura d'importance. </s><s> Si vous avez déjà eu envie de dormir pendant deux jours juste après",3,3,1,3
"accessoires de cuisine usagés. </s><s> Plaisir garanti! </s><s> Votre regard s'est tourné vers une chaise vintage à la peinture un peu moche ? </s><s> Rien de mieux que de la transformer en balançoire! </s><s> Pour les enfants (et les grands!), un coup de pinceau, des cordes ou",1,1,1,1
"avec l'image mise par Ansset, mais elle m'attire pas pour pas oser dire que je la trouve sans attrait voir un tantinet moche . </s><s> Ben franchement, si on la compare aux horreurs que nous pondent régulièrement les éditeurs de bit-lit, je trouve",1,1,1,1
"avec « A very merry christmas » – Grosse étoile – Noir </s><s> Note Amazon – 30 novembre 2022 </s><s> Au moment de la publication de ce pull moche sa note était de 3,9 pour 1 343 commentaires sur Amazon. </s><s> Un pull de noël moche qui semble faire son travail 😉 </s><s> Tous les",1,1,1,1
